"taxonUUID","taxonRank","taxon_id","simplifiedScientificName","kingdom","class","nativeness","endemism","protectedStatusTW","categoryRedlistTW","categoryIUCN","sensitiveCategory","categoryRedlistVersionTW","rank","simple_name","is_endemic","alien_type","new_iucn","new_redlistTW","new_protected","comparison_IUCN","comparison_name"
"6de875fd-0fb1-4ffa-8153-710613f40a87","species","t0070122","Aconura grandis","Animalia","Insecta","native","","","","","","","species","Stirellus grandis","","native","","","",TRUE,FALSE
"77b0612d-23b0-4cbb-b7f9-073465c085bc","species","t0070123","Aconura producta","Animalia","Insecta","native","","","","","","","species","Stirellus productus","","native","","","",TRUE,FALSE
"9732bedb-686d-4d63-be14-f1dc40a20bd1","species","t0070124","Aconura rubuofasciata","Animalia","Insecta","native","true","","","","","","species","Stirellus rubrolineatus","true","native","","","",TRUE,FALSE
"67e60f59-a220-4836-acdf-290495d2f9d2","species","t0099772","Aconura diminuta","Animalia","Insecta","native","true","","","","","","species","Doratulina diminuta","true","native","","","",TRUE,FALSE
"cdffe78a-397b-461f-b681-e145bc584d14","species","t0076187","Balclutha rubrovittata","Animalia","Insecta","native","true","","","","","","species","Balclutha rubrostriata","","native","","","",TRUE,FALSE
"9f3739f6-2360-4010-b142-dc29bbd5a801","species","t0076189","Balclutha smaragdula","Animalia","Insecta","native","","","","","","","species","Balclutha thea","","native","","","",TRUE,FALSE
"4b061e85-0619-45ad-bf0c-57c9fc8cf2ba","species","t0076186","Balclutha viridis","Animalia","Insecta","native","","","","","","","species","Balclutha rubrinervis","","native","","","",TRUE,FALSE
"737b1253-e478-4c6b-b6d1-9e0a2ee6b7d7","species","t0078458","Cicadula bipunctella","Animalia","Insecta","native","","","","","","","species","Cicadulina bipunctata","","native","","","",TRUE,FALSE
"411f2178-282a-4444-9ec5-bf46ed29f41c","species","t0061224","Deltocephalus formosanus","Animalia","Insecta","native","true","","","","","","species","Futasujinus candidus","true","native","","","",TRUE,FALSE
"a5512012-d4c3-4997-87c5-c5c7ba5526a2","species","t0061226","Deltocephalus maritimus","Animalia","Insecta","native","","","","","","","species","Takagiella tezuyae","","native","","","",TRUE,FALSE
"c7cf65c8-56b3-4fb1-b6b3-96bef4757345","species","t0061966","Doratulina orientalis","Animalia","Insecta","native","","","","","","","species","Aconurella prolixa","","native","","","",TRUE,FALSE
"098bf377-4cab-4977-bbf6-40566f06cce5","species","t0028635","Eutettix orientalis","Animalia","Insecta","native","true","","","","","","species","Orosius orientalis","true","native","","","",TRUE,FALSE
"a7d1c945-d285-4e66-a9be-8592d2e6e972","species","t0066263","Inemadara oryzae","Animalia","Insecta","native","","","","","","","species","Maiestas oryzae","","native","","","",TRUE,FALSE
"c753d7dd-f729-44eb-97de-9c9472cf2fd6","species","t0066330","Irinula erythrocephala","Animalia","Insecta","native","","","","","","","species","Nesoclutha erythrocephala","","native","","","",TRUE,FALSE
"6a624dff-35a0-49eb-b467-9fd83c77b7c3","species","t0068877","Melichariella formosana","Animalia","Insecta","native","true","","","","","","species","Carvaka formosana","true","native","","","",TRUE,FALSE
"3258fd6f-df10-4e04-a00c-f1efdc6729d6","species","t0069423","Mimotettix kawamurae","Animalia","Insecta","native","","","","","","","species","Mimotettix alboguttulatus","","native","","","",TRUE,FALSE
"36fe4d53-b521-418b-ac33-5f6ece023c72","species","t0098017","Nephotettix apicalis","Animalia","Insecta","native","","","","","","","species","Nephotettix nigropictus","","native","","","",TRUE,FALSE
"f487efbf-b523-40ed-8ed0-f6d3c71276fc","species","t0083232","Paramesodes albinervosa","Animalia","Insecta","native","","","","","","","species","Paramesodes albinervosus","","native","","","",TRUE,FALSE
"f4124ca0-f812-41bc-a298-d85a5d8ac657","species","t0083234","Paramesus lineaticollis","Animalia","Insecta","native","","","","","","","species","Paramesodes lineaticollis","","native","","","",TRUE,FALSE
"0bc1c5a5-48b2-42ef-ade1-9c095b4034ea","species","t0084148","Phlepsius guttatus","Animalia","Insecta","native","true","","","","","","species","Parallygus guttatus","true","native","","","",TRUE,FALSE
"e678220e-3bd9-4f49-9e9e-cdfb924b613c","species","t0036904","Psammotettix striatus","Animalia","Insecta","native","","","","","","","species","Psammotettix alienus","","native","","","",TRUE,FALSE
"ba2c31ee-87b9-4d98-a131-a9da4ae2df52","species","t0037431","Purpuranus rubrostriatus","Animalia","Insecta","native","","","","","","","species","Varta rubrostriata","","native","","","",TRUE,FALSE
"a37370cf-2cdb-4776-ab72-de37e3732012","species","t0047216","Thamnotettix formosanus","Animalia","Insecta","native","true","","","","","","species","Alishania formosana","true","native","","","",TRUE,FALSE
"6bfd363a-cb45-4299-9e87-48c716e5ebe3","species","t0047217","Thamnotettix hokutonis","Animalia","Insecta","native","true","","","","","","species","Peitouellus hokutonis","true","native","","","",TRUE,FALSE
"690abaa8-a40d-475d-bcb7-e59126d9dd8b","species","t0047218","Thamnotettix hopponis","Animalia","Insecta","native","true","","","","","","species","Maiestas hopponis","true","native","","","",TRUE,FALSE
"74956bb6-69d4-4241-856b-2b7fbf69dad7","species","t0047219","Thamnotettix koshunensis","Animalia","Insecta","native","true","","","","","","species","Hengchunia koshunensis","true","native","","","",TRUE,FALSE
"e7ae91ad-13a9-4f2b-9a36-ca4324575d3c","species","t0047222","Thamnotettix wanrianus","Animalia","Insecta","native","true","","","","","","species","Wanritettix wanrianus","true","native","","","",TRUE,FALSE
"115f449e-dd4b-46c5-84d3-bd765629e367","species","t0047301","Thomsoniella porrecta","Animalia","Insecta","native","","","","","","","species","Thomsonia porrecta","","native","","","",TRUE,FALSE
"95c35dcf-8a13-4053-841e-820721072b4a","species","t0047509","Togacephalus botelensis","Animalia","Insecta","native","true","","","","","","species","Maiestas botelensis","true","native","","","",TRUE,FALSE
"aeca382c-a1c0-4169-a551-86e517c312bf","species","t0047510","Togacephalus distinctus","Animalia","Insecta","native","","","","","","","species","Maiestas distincta","","native","","","",TRUE,FALSE
"38ce6410-d6ed-43bf-9445-cb908872eb1a","species","t0047511","Togacephalus formosiellus","Animalia","Insecta","native","true","","","","","","species","Maiestas formosiella","true","native","","","",TRUE,FALSE
"62673f83-c079-433e-973e-099eb7a08160","species","t0047512","Togacephalus jamiensis","Animalia","Insecta","native","true","","","","","","species","Maiestas jamiensis","true","native","","","",TRUE,FALSE
"ee5c68b0-9205-420a-ba76-63f90bbe079e","species","t0071940","Aphis (Protaphis) formosana","Animalia","Insecta","native","","","","","","","species","Aphis formosana","","native","","","",TRUE,FALSE
"5d4ccf99-040b-4a8f-8144-e6bab5502de9","species","t0072662","Aulacorthum (Neomyzus) taiwanum","Animalia","Insecta","native","true","","","","","","species","Aulacorthum taiwanum","true","native","","","",TRUE,FALSE
"038e9007-076a-4f37-a6c8-b0accbe31787","species","t0072657","Aulacorthum (Neomyzus) circumflexum","Animalia","Insecta","native","","","","","","","species","Aulacorthum circumflexum","","native","","","",TRUE,FALSE
"1ea2333c-1f83-4218-8ca4-d67f0d81651a","species","t0072660","Aulacorthum (Perillaphis) perillae","Animalia","Insecta","native","","","","","","","species","Aulacorthum perillae","","native","","","",TRUE,FALSE
"40f02b89-d8f0-4000-9872-01a9ffefaf11","species","t0062182","Dysaphis (Pomaphis) plantaginea","Animalia","Insecta","native","","","","","","","species","Dysaphis plantaginea","","native","","","",TRUE,FALSE
"5b22df09-0f88-45ce-a7bc-2d3311c8dc9b","species","t0068312","Macrosiphoniella (Asterobium) yomenae","Animalia","Insecta","native","","","","","","","species","Macrosiphoniella yomenae","","native","","","",TRUE,FALSE
"1ab52bb5-c929-4f30-9317-c6a83a00c2c6","species","t0081114","Neoacyrthosiphon (Pseudoacythosiphon) holsti","Animalia","Insecta","native","","","","","","","species","Neoacyrthosiphon holsti","","native","","","",TRUE,FALSE
"1ce8e1be-7c59-41fd-b0d9-8ed31383b1aa","species","t0038469","Schizaphis (Paraschizaphis) scirpi","Animalia","Insecta","native","","","","","","","species","Schizaphis scirpi","","native","","","",TRUE,FALSE
"f3ad0daf-0b9f-41d5-aa25-91d1d28a851b","species","t0048439","Uroleucon (Uromelan) gobonis","Animalia","Insecta","native","","","","","","","species","Uroleucon gobonis","","native","","","",TRUE,FALSE
"fc2119dd-9f81-42fa-9a27-e307288b4448","species","t0048440","Uroleucon (Uromelan) lactucicola","Animalia","Insecta","native","","","","","","","species","Uroleucon lactucicola","","native","","","",TRUE,FALSE
"ef3876b6-b9e4-4e31-8ede-b1efa5b27e04","species","t0048442","Uroleucon (Uromelan) solidaginis","Animalia","Insecta","native","","","","","","","species","Uroleucon solidaginis","","native","","","",TRUE,FALSE
"0297b264-d994-469c-bd9d-040da4fb57e4","species","t0070742","Alcimocoris japonensis","Animalia","Insecta","native","","","","","","","species","Alcimocoris japonersis","","native","","","",TRUE,FALSE
"5f09731b-b36f-4025-82f1-e31e40c2798b","species","t0049206","Zoraida (Neozoraida) insignata","Animalia","Insecta","native","true","","","","","","species","Zoraida insignata","true","native","","","",TRUE,FALSE
"981ea3b2-471d-437f-9416-abf090e30b57","species","t0049210","Zoraida (Peggiopsis) longa","Animalia","Insecta","native","true","","","","","","species","Zoraida longa","true","native","","","",TRUE,FALSE
"570dfad0-6be8-4224-b51c-7e67013dcaee","species","t0049205","Zoraida (Zoraida) horishana","Animalia","Insecta","native","","","","","","","species","Zoraida horishana","","native","","","",TRUE,FALSE
"67a64049-9443-4bf0-aaa2-21bb26fac122","species","t0049201","Zoraida (Zoraida) flava","Animalia","Insecta","native","true","","","","","","species","Zoraida flava","true","native","","","",TRUE,FALSE
"8bf23aab-b5b7-4ada-a92e-23997b98cae1","species","t0049207","Zoraida (Zoraida) insolita","Animalia","Insecta","native","true","","","","","","species","Zoraida insolita","true","native","","","",TRUE,FALSE
"556826d0-284f-4eb3-ae43-b170bb042fe9","species","t0049215","Zoraida (Zoraida) separata","Animalia","Insecta","native","true","","","","","","species","Zoraida separata","true","native","","","",TRUE,FALSE
"40ddf77d-1ad9-4705-b8c4-bf62f8ffc4da","species","t0049203","Zoraida (Zoraida) furcata","Animalia","Insecta","native","true","","","","","","species","Zoraida furcata","true","native","","","",TRUE,FALSE
"70d3144e-7a2b-4550-8d73-6bd049e83423","species","t0049198","Zoraida (Zoraida) confusa","Animalia","Insecta","native","true","","","","","","species","Zoraida confusa","true","native","","","",TRUE,FALSE
"d3e7e9a6-122c-4505-8427-8b675b132503","species","t0049199","Zoraida (Zoraida) curta","Animalia","Insecta","native","true","","","","","","species","Zoraida curta","true","native","","","",TRUE,FALSE
"2a324763-065b-4ce0-a4c6-720cae150e93","species","t0049200","Zoraida (Zoraida) dubia","Animalia","Insecta","native","true","","","","","","species","Zoraida dubia","true","native","","","",TRUE,FALSE
"edbfd01b-7ac1-4941-8a1d-7e36ecb58741","species","t0049202","Zoraida (Zoraida) freta","Animalia","Insecta","native","true","","","","","","species","Zoraida freta","true","native","","","",TRUE,FALSE
"3ae2c1b3-6643-44e4-93ed-e8d5cc1db9df","species","t0049204","Zoraida (Zoraida) gravida","Animalia","Insecta","native","true","","","","","","species","Zoraida gravida","true","native","","","",TRUE,FALSE
"37c80925-2ab0-488d-b1f2-df8486cc7a07","species","t0049208","Zoraida (Zoraida) koannania","Animalia","Insecta","native","true","","","","","","species","Zoraida koannania","true","native","","","",TRUE,FALSE
"a59ca587-383d-4ff1-95b3-2d34305d3e29","species","t0049209","Zoraida (Zoraida) kotoshoensis","Animalia","Insecta","native","true","","","","","","species","Zoraida kotoshoensis","true","native","","","",TRUE,FALSE
"0236430b-8db1-4af2-8f3a-440a89f9ab07","species","t0049211","Zoraida (Zoraida) lusca","Animalia","Insecta","native","true","","","","","","species","Zoraida lusca","true","native","","","",TRUE,FALSE
"f24b12f6-43ed-423d-a5ef-fc6934573c63","species","t0049212","Zoraida (Zoraida) nitobii","Animalia","Insecta","native","true","","","","","","species","Zoraida nitobii","true","native","","","",TRUE,FALSE
"2b573d71-0dde-4a33-8577-f3f606345dfa","species","t0049213","Zoraida (Zoraida) propria","Animalia","Insecta","native","true","","","","","","species","Zoraida propria","true","native","","","",TRUE,FALSE
"4120ca32-2896-4240-a2b7-85f566f97820","species","t0049216","Zoraida (Zoraida) venusta","Animalia","Insecta","native","true","","","","","","species","Zoraida venusta","true","native","","","",TRUE,FALSE
"a61b92d6-c9a0-4040-8a0d-e256e987458d","species","t0064463","Gerris gracilicornis","Animalia","Insecta","native","","","","","","","species","Gerris gracilicomis","","native","","","",TRUE,FALSE
"8d03c776-e153-44b8-88fa-2a50f870bce4","species","t0063663","Eutrichosiphum (Paratrichosiphum) tattakanum","Animalia","Insecta","native","","","","","","","species","Eutrichosiphum tattakanum","","native","","","",TRUE,FALSE
"2061cc50-62b1-4bff-8d51-cfd73351cf42","species","t0064866","Greenidea (Paragreenidea) viticola","Animalia","Insecta","native","true","","","","","","species","Greenidea viticola","true","native","","","",TRUE,FALSE
"37484873-8930-487a-8e94-a742f0fa63f3","species","t0064859","Greenidea (Trichosiphum) formosana","Animalia","Insecta","native","","","","","","","species","Greenidea formosana","","native","","","",TRUE,FALSE
"2607c1c8-06e6-4085-9e93-66061c652f35","species","t0064860","Greenidea (Trichosiphum) kuwanai","Animalia","Insecta","native","","","","","","","species","Greenidea kuwanai","","native","","","",TRUE,FALSE
"aff5297a-0cb6-4d7e-9406-0838572a389b","species","t0064862","Greenidea (Trichosiphum) mushana","Animalia","Insecta","native","","","","","","","species","Greenidea mushana","","native","","","",TRUE,FALSE
"b34456ca-cf54-49e3-8435-ac0adffa4b8c","species","t0064863","Greenidea (Trichosiphum) myricae","Animalia","Insecta","native","","","","","","","species","Greenidea myricae","","native","","","",TRUE,FALSE
"9d3881e1-5a92-4b6b-a03d-128f08333451","species","t0080356","Mollitrichosiphum (Metatrichosiphum) lithocarpi","Animalia","Insecta","native","","","","","","","species","Mollitrichosiphum lithocarpi","","native","","","",TRUE,FALSE
"13b8191d-1f98-4f04-9916-52dc99a54939","species","t0080357","Mollitrichosiphum (Metatrichosiphum) nigrofasciatum","Animalia","Insecta","native","","","","","","","species","Mollitrichosiphum nigrofasciatum","","native","","","",TRUE,FALSE
"db04b397-cb88-462a-94b8-72e1c649e4a2","species","t0080359","Mollitrichosiphum (Metatrichosiphum) taiwanum","Animalia","Insecta","native","","","","","","","species","Mollitrichosiphum taiwanum","","native","","","",TRUE,FALSE
"0608f510-1bb6-4972-89c1-403b1d2e14e7","species","t0080358","Mollitrichosiphum (Metatrichosiphum) niitakaensis","Animalia","Insecta","native","true","","","","","","species","Mollitrichosiphum niitakaensis","true","native","","","",TRUE,FALSE
"9345cdf5-b5e4-4a33-98d7-32cc5526bf5a","species","t0083870","Petalolyma fujianensis","Animalia","Insecta","native","","","","","","","species","Petalolyma castanopsis","","native","","","",TRUE,FALSE
"78bc04e6-9312-4769-9ff8-b4e3c5d2435a","species","t0047808","Trichochermes hyalina","Animalia","Insecta","native","true","","","","","","species","Petalolyma hyalina","true","native","","","",TRUE,FALSE
"5e893a9a-aefa-43fe-b54e-cd48d048dd41","species","t0047966","Trioza (Megatrioza) beilschmiediae","Animalia","Insecta","native","true","","","","","","species","Trioza beilschmiediae","true","native","","","",TRUE,FALSE
"c61c4f04-430c-4369-b4cd-0bf7fda6215f","species","t0047979","Trioza (Megatrioza) lanhsuensis","Animalia","Insecta","native","true","","","","","","species","Trioza lanhsuensis","true","native","","","",TRUE,FALSE
"01cccbda-0bc5-4221-b215-01b0b6327224","species","t0047983","Trioza (Megatrioza) magnicauda","Animalia","Insecta","native","","","","","","","species","Trioza magnicauda","","native","","","",TRUE,FALSE
"01171794-d312-4018-b532-67447f7b908c","species","t0047984","Trioza (Megatrioza) neolitsae","Animalia","Insecta","native","","","","","","","species","Trioza neolitsae","","native","","","",TRUE,FALSE
"ecbb5d9d-3957-4b25-b256-fea7faf88524","species","t0047990","Trioza (Megatrioza) pitformis","Animalia","Insecta","native","","","","","","","species","Trioza pitformis","","native","","","",TRUE,FALSE
"b46d258e-d165-4c13-a46d-8b4a31739eaa","species","t0063100","Eriosoma (Schizoneura) ulmi","Animalia","Insecta","native","","","","","","","species","Eriosoma ulmi","","native","","","",TRUE,FALSE
"6e88fdae-0167-4b78-a37b-6ac1fa9bab59","species","t0047099","Tetraneura (Tetraneurella) nigriabdominalis","Animalia","Insecta","native","","","","","","","species","Tetraneura nigriabdominalis","","native","","","",TRUE,FALSE
"ef38ea03-ee02-4099-919f-2656fb32138d","species","t0028210","Nacolus assamensis","Animalia","Insecta","native","","","","","","","species","Nacolus tuberculatus","","native","","","",TRUE,FALSE
"85fa0ee2-33e2-4075-ae68-a33868e0a2cf","species","t0028210","Nacolus gavialis","Animalia","Insecta","native","","","","","","","species","Nacolus tuberculatus","","native","","","",TRUE,FALSE
"96e5a898-412f-4a9b-8132-4ad68efadf9d","species","t0037284","Pterocallis (Reticallis) alnijaponicae","Animalia","Insecta","native","","","","","","","species","Pterocallis alnijaponicae","","native","","","",TRUE,FALSE
"89bd5aa1-0d11-4c4b-8137-197b31f1ac34","species","t0037285","Pterocallis (Reticallis) pseudoalni","Animalia","Insecta","native","true","","","","","","species","Pterocallis pseudoalni","true","native","","","",TRUE,FALSE
"d784785a-ee47-4b59-86e1-d420279d1d94","species","t0028638","Evacanthus formosanus","Animalia","Insecta","native","true","","","","","","species","Onukiades formosanus","true","native","","","",TRUE,FALSE
"894aadc7-15c2-49f6-b8fe-c8938bd2dba1","species","t0028639","Onukia arisana","Animalia","Insecta","native","","","","","","","species","Paraonukia arisana","","native","","","",TRUE,FALSE
"d43e4e03-f8b0-4103-92ce-23841f9f46a9","species","t0028640","Onukia flavifrons","Animalia","Insecta","native","","","","","","","species","Taperus flavifrons","","native","","","",TRUE,FALSE
"182ef78f-52c7-48cb-839b-3f5628633780","species","t0028643","Onukia flavimacula","Animalia","Insecta","native","","","","","","","species","Bentus flavomaculatus","","native","","","",TRUE,FALSE
"c863b4d9-8c0d-4a5e-87c2-5bb343601fb4","species","t0065221","Hecalus formosanus","Animalia","Insecta","native","true","","","","","","species","Glossocratus formosanus","true","native","","","",TRUE,FALSE
"d31c2e13-18eb-4334-b77a-bb834b3d5e32","species","t0065222","Hecalus lefroyi","Animalia","Insecta","native","","","","","","","species","Glossocratus lefroyi","","native","","","",TRUE,FALSE
"415052f3-304c-4334-9aaa-982c6598f37f","species","t0082976","Parabolocratus nitobei","Animalia","Insecta","native","true","","","","","","species","Thomsonia nitobei","true","native","","","",TRUE,FALSE
"9990e904-7209-49ed-9f6c-f8c3eef42656","species","t0082977","Parabolocratus okinawensis","Animalia","Insecta","native","","","","","","","species","Hecalus okinawensis","","native","","","",TRUE,FALSE
"ba62f481-bc8b-4908-8e2c-8865e164eca5","species","t0082978","Parabolocratus taiwanus","Animalia","Insecta","native","true","","","","","","species","Hecalus wallengrenii","true","native","","","",TRUE,FALSE
"b77de024-358c-40a8-be0e-2c71bad57bf0","species","t0068132","Lycorma olivacea","Animalia","Insecta","native","","","","","","","species","Lycorma meliae","true","native","","","",TRUE,FALSE
"74495e21-f13e-44d0-b4b7-763ef449c0ad","species","t0027914","Moonia guttulinervis","Animalia","Insecta","native","","","","","","","species","Mesoparopia guttulinervis","","native","","","",TRUE,FALSE
"4fb50ef1-2e6d-4039-8909-cb3f87d9f4fa","species","t0027915","Moonia lata","Animalia","Insecta","native","","","","","","","species","Mesoparopia lata","","native","","","",TRUE,FALSE
"0785ad7e-f3ba-4254-b94e-03d2aaee27f8","species","t0028641","Nirvana orientalis","Animalia","Insecta","native","","","","","","","species","Sophonia orientalis","","native","","","",TRUE,FALSE
"7ca55d33-ee29-44ca-84d2-01de452cca2c","species","t0039647","Stenometopius formosanus","Animalia","Insecta","native","true","","","","","","species","Hodoedocus formosanus","true","native","","","",TRUE,FALSE
"d37123df-830d-409f-9c72-2ba2cf03c808","species","t0083737","Penthimia theae","Animalia","Insecta","native","","","","","","","species","Chanohirata theae","","native","","","",TRUE,FALSE
"359879cb-3b1c-40db-87ac-3f44e9c53872","species","t0036451","Polyrhachis (Cyrtomyrma) debilis","Animalia","Insecta","native","","","","","","","species","Polyrhachis debilis","","native","","","",TRUE,FALSE
"d7d9e03a-e4d1-45ca-8db6-106114b03602","species","t0077711","Centistes (Chaetocentistes) choui","Animalia","Insecta","native","","","","","","","species","Centistes choui","","native","","","",TRUE,FALSE
"494ecf8b-bc6e-4dee-a2dd-bcc1fe195f5d","species","t0078961","Colastes (Colastes) pilosiventris","Animalia","Insecta","native","","","","","","","species","Colastes pilosiventris","","native","","","",TRUE,FALSE
"e3caa889-de0e-4640-ac1f-66ecc42afaf1","species","t0078962","Colastes (Colastes) pubicornis","Animalia","Insecta","native","","","","","","","species","Colastes pubicornis","","native","","","",TRUE,FALSE
"6f3762a1-4286-4371-8eb4-7812d8581a8b","species","t0078957","Colastes (Shawiana) alboapicalis","Animalia","Insecta","native","","","","","","","species","Colastes alboapicalis","","native","","","",TRUE,FALSE
"808f1e6b-04ae-4875-b016-90d69d40cf6d","species","t0078959","Colastes (Shawiana) longitergum","Animalia","Insecta","native","","","","","","","species","Colastes longitergum","","native","","","",TRUE,FALSE
"699023af-4234-4227-8d0c-6b38e26ed449","species","t0065746","Homolobus (Apatia) elagabalus","Animalia","Insecta","native","","","","","","","species","Homolobus elagabalus","","native","","","",TRUE,FALSE
"cea56f91-cf59-484b-81f2-734d2c09fea9","species","t0065753","Homolobus (Apatia) truncator","Animalia","Insecta","native","","","","","","","species","Homolobus truncator","","native","","","",TRUE,FALSE
"1a71aad9-276e-4ce2-b188-b23714ca1f22","species","t0065748","Homolobus (Chartolobus) infumator","Animalia","Insecta","native","","","","","","","species","Homolobus infumator","","native","","","",TRUE,FALSE
"b7542a7b-0108-418a-bf61-8db5217b7e0a","species","t0065754","Homolobus (Chartolobus) undulatus","Animalia","Insecta","native","","","","","","","species","Homolobus undulatus","","native","","","",TRUE,FALSE
"013d5d1e-fd79-404a-8d4a-79144bd49fce","species","t0065750","Homolobus (Homolobus) rufiventralis","Animalia","Insecta","native","","","","","","","species","Homolobus rufiventralis","","native","","","",TRUE,FALSE
"0f01a699-e843-4772-b2dc-57710addc78c","species","t0065751","Homolobus (Homolobus) sinensis","Animalia","Insecta","native","","","","","","","species","Homolobus sinensis","","native","","","",TRUE,FALSE
"dccf276e-c90e-48ac-b60d-856b000403f8","species","t0065755","Homolobus (Homolobus) watanabei","Animalia","Insecta","native","","","","","","","species","Homolobus watanabei","","native","","","",TRUE,FALSE
"5b36cb20-fde8-45b7-9905-bc49ff87314d","species","t0065744","Homolobus (Oulophus) annulatus","Animalia","Insecta","native","","","","","","","species","Homolobus annulatus","","native","","","",TRUE,FALSE
"b83afd6f-6af4-4efc-bd0c-748011562c5d","species","t0065747","Homolobus (Oulophus) flagitator","Animalia","Insecta","native","","","","","","","species","Homolobus flagitator","","native","","","",TRUE,FALSE
"a865821c-3950-4160-b200-6a3caa8b6559","species","t0065749","Homolobus (Oulophus) longus","Animalia","Insecta","native","","","","","","","species","Homolobus longus","","native","","","",TRUE,FALSE
"319fb174-a94e-4737-9e86-d68867bd20ca","species","t0065752","Homolobus (Oulophus) sungkangensis","Animalia","Insecta","native","","","","","","","species","Homolobus sungkangensis","","native","","","",TRUE,FALSE
"4943aa7e-0a15-4a83-8cf1-ca0f3ee32983","species","t0065745","Homolobus (Phylacter) bifurcatus","Animalia","Insecta","native","","","","","","","species","Homolobus bifurcatus","","native","","","",TRUE,FALSE
"bad09da8-8b82-4167-bbe0-810299d54448","species","t0082870","Pambolus (Phaenodus) caudalis","Animalia","Insecta","native","","","","","","","species","Pambolus caudalis","","native","","","",TRUE,FALSE
"9aa52e24-682c-42a8-8f1f-27fdff9758fb","species","t0082871","Pambolus (Phaenodus) ruficeps","Animalia","Insecta","native","","","","","","","species","Pambolus ruficeps","","native","","","",TRUE,FALSE
"e0ccf7c7-3453-4b87-90f5-ad23b42170ee","species","t0083570","Pauesia (Paraphidius) laticeps","Animalia","Insecta","native","","","","","","","species","Pauesia laticeps","","native","","","",TRUE,FALSE
"f75ae2af-c3ea-4092-8c8d-fdea404d4694","species","t0039957","Streblocera (Asiastreblocera) dayuensis","Animalia","Insecta","native","","","","","","","species","Streblocera dayuensis","","native","","","",TRUE,FALSE
"6f1b77b7-8017-450c-9a45-d54fba7d3d4f","species","t0039953","Streblocera (Cosmophoridia) adusta","Animalia","Insecta","native","","","","","","","species","Streblocera adusta","","native","","","",TRUE,FALSE
"4e1ef8d6-55bc-4be8-ad02-6ae184d66557","species","t0039954","Streblocera (Cosmophoridia) amplissima","Animalia","Insecta","native","","","","","","","species","Streblocera amplissima","","native","","","",TRUE,FALSE
"6fb08643-e38d-440a-ba58-c59dcd2d698e","species","t0039956","Streblocera (Cosmophoridia) curta","Animalia","Insecta","native","","","","","","","species","Streblocera curta","","native","","","",TRUE,FALSE
"33655c34-b393-4d60-ad46-26867d9dcb9a","species","t0039958","Streblocera (Cosmophoridia) destituta","Animalia","Insecta","native","","","","","","","species","Streblocera destituta","","native","","","",TRUE,FALSE
"112b483a-454d-48db-a565-a1f53ab201db","species","t0039962","Streblocera (Cosmophoridia) kenchingi","Animalia","Insecta","native","","","","","","","species","Streblocera kenchingi","","native","","","",TRUE,FALSE
"847e4503-7d28-49d7-8268-6c2807b871a5","species","t0039965","Streblocera (Cosmophoridia) lienhuachihensis","Animalia","Insecta","native","","","","","","","species","Streblocera lienhuachihensis","","native","","","",TRUE,FALSE
"7064aa73-b136-4e62-9f49-9b389d978cfb","species","t0039969","Streblocera (Cosmophoridia) nantouensis","Animalia","Insecta","native","","","","","","","species","Streblocera nantouensis","","native","","","",TRUE,FALSE
"fdf6d9ea-3514-495b-be9e-4e109792b1dd","species","t0039970","Streblocera (Cosmophoridia) nigra","Animalia","Insecta","native","","","","","","","species","Streblocera nigra","","native","","","",TRUE,FALSE
"4a7a2fd3-93e6-46d6-9422-a8a4972a0319","species","t0039971","Streblocera (Cosmophoridia) octava","Animalia","Insecta","native","","","","","","","species","Streblocera octava","","native","","","",TRUE,FALSE
"f327d769-a228-4e1a-9434-35414cd681b0","species","t0039972","Streblocera (Cosmophoridia) okadai","Animalia","Insecta","native","","","","","","","species","Streblocera okadai","","native","","","",TRUE,FALSE
"b9012aa1-a141-4bc0-a76c-32cabc193869","species","t0039973","Streblocera (Cosmophoridia) opima","Animalia","Insecta","native","","","","","","","species","Streblocera opima","","native","","","",TRUE,FALSE
"8bf54c16-605f-4006-9338-49ac5187f1ad","species","t0039975","Streblocera (Cosmophoridia) primotina","Animalia","Insecta","native","","","","","","","species","Streblocera primotina","","native","","","",TRUE,FALSE
"da805879-9092-4469-a629-7c9c67a23f63","species","t0039977","Streblocera (Cosmophoridia) sungkangensis","Animalia","Insecta","native","","","","","","","species","Streblocera sungkangensis","","native","","","",TRUE,FALSE
"8f032ffa-6ce3-44bb-8d43-47dc1e602cd8","species","t0039978","Streblocera (Cosmophoridia) taiwanensis","Animalia","Insecta","native","","","","","","","species","Streblocera taiwanensis","","native","","","",TRUE,FALSE
"38fb2838-af50-47d4-8e8c-5458e5cfc549","species","t0039981","Streblocera (Cosmophoridia) tsuifengensis","Animalia","Insecta","native","","","","","","","species","Streblocera tsuifengensis","","native","","","",TRUE,FALSE
"3a40cbfb-18b4-4817-905d-b61b87203ed4","species","t0039955","Streblocera (Streblocera) chiuae","Animalia","Insecta","native","","","","","","","species","Streblocera chiuae","","native","","","",TRUE,FALSE
"3aca3629-8c4a-459a-9019-fa3140d6b96c","species","t0039959","Streblocera (Streblocera) emarginata","Animalia","Insecta","native","","","","","","","species","Streblocera emarginata","","native","","","",TRUE,FALSE
"ef1cd884-8303-41df-ae49-28ffaabfac1c","species","t0039960","Streblocera (Streblocera) helvenaca","Animalia","Insecta","native","","","","","","","species","Streblocera helvenaca","","native","","","",TRUE,FALSE
