"taxonUUID","taxonRank","taxon_id","simplifiedScientificName","kingdom","class","nativeness","endemism","protectedStatusTW","categoryRedlistTW","categoryIUCN","sensitiveCategory","categoryRedlistVersionTW","rank","new_simple_name","is_endemic","alien_type","new_iucn","new_redlistTW","new_protected","genus","specificEpithet","infraspecies","comparison_name","comparison_IUCN","comparison_redlistTW","comparison_protected"
"098bf377-4cab-4977-bbf6-40566f06cce5","species","t0028635","Eutettix orientalis","Animalia","Insecta","native","true","","","","","","species","Orosius orientalis","true","native","","","","Orosius","orientalis",NA,FALSE,TRUE,TRUE,TRUE
"a7d1c945-d285-4e66-a9be-8592d2e6e972","species","t0066263","Inemadara oryzae","Animalia","Insecta","native","","","","","","","species","Maiestas oryzae","","native","","","","Maiestas","oryzae",NA,FALSE,TRUE,TRUE,TRUE
"c753d7dd-f729-44eb-97de-9c9472cf2fd6","species","t0066330","Irinula erythrocephala","Animalia","Insecta","native","","","","","","","species","Nesoclutha erythrocephala","","native","","","","Nesoclutha","erythrocephala",NA,FALSE,TRUE,TRUE,TRUE
"6a624dff-35a0-49eb-b467-9fd83c77b7c3","species","t0068877","Melichariella formosana","Animalia","Insecta","native","true","","","","","","species","Carvaka formosana","true","native","","","","Carvaka","formosana",NA,FALSE,TRUE,TRUE,TRUE
"3258fd6f-df10-4e04-a00c-f1efdc6729d6","species","t0069423","Mimotettix kawamurae","Animalia","Insecta","native","","","","","","","species","Mimotettix alboguttulatus","","native","","","","Mimotettix","alboguttulatus",NA,FALSE,TRUE,TRUE,TRUE
"36fe4d53-b521-418b-ac33-5f6ece023c72","species","t0098017","Nephotettix apicalis","Animalia","Insecta","native","","","","","","","species","Nephotettix nigropictus","","native","","","","Nephotettix","nigropictus",NA,FALSE,TRUE,TRUE,TRUE
"f487efbf-b523-40ed-8ed0-f6d3c71276fc","species","t0083232","Paramesodes albinervosa","Animalia","Insecta","native","","","","","","","species","Paramesodes albinervosus","","native","","","","Paramesodes","albinervosus",NA,FALSE,TRUE,TRUE,TRUE
"f4124ca0-f812-41bc-a298-d85a5d8ac657","species","t0083234","Paramesus lineaticollis","Animalia","Insecta","native","","","","","","","species","Paramesodes lineaticollis","","native","","","","Paramesodes","lineaticollis",NA,FALSE,TRUE,TRUE,TRUE
"0bc1c5a5-48b2-42ef-ade1-9c095b4034ea","species","t0084148","Phlepsius guttatus","Animalia","Insecta","native","true","","","","","","species","Parallygus guttatus","true","native","","","","Parallygus","guttatus",NA,FALSE,TRUE,TRUE,TRUE
"e678220e-3bd9-4f49-9e9e-cdfb924b613c","species","t0036904","Psammotettix striatus","Animalia","Insecta","native","","","","","","","species","Psammotettix alienus","","native","","","","Psammotettix","alienus",NA,FALSE,TRUE,TRUE,TRUE
"ba2c31ee-87b9-4d98-a131-a9da4ae2df52","species","t0037431","Purpuranus rubrostriatus","Animalia","Insecta","native","","","","","","","species","Varta rubrostriata","","native","","","","Varta","rubrostriata",NA,FALSE,TRUE,TRUE,TRUE
"a37370cf-2cdb-4776-ab72-de37e3732012","species","t0047216","Thamnotettix formosanus","Animalia","Insecta","native","true","","","","","","species","Alishania formosana","true","native","","","","Alishania","formosana",NA,FALSE,TRUE,TRUE,TRUE
"6bfd363a-cb45-4299-9e87-48c716e5ebe3","species","t0047217","Thamnotettix hokutonis","Animalia","Insecta","native","true","","","","","","species","Peitouellus hokutonis","true","native","","","","Peitouellus","hokutonis",NA,FALSE,TRUE,TRUE,TRUE
"690abaa8-a40d-475d-bcb7-e59126d9dd8b","species","t0047218","Thamnotettix hopponis","Animalia","Insecta","native","true","","","","","","species","Maiestas hopponis","true","native","","","","Maiestas","hopponis",NA,FALSE,TRUE,TRUE,TRUE
"74956bb6-69d4-4241-856b-2b7fbf69dad7","species","t0047219","Thamnotettix koshunensis","Animalia","Insecta","native","true","","","","","","species","Hengchunia koshunensis","true","native","","","","Hengchunia","koshunensis",NA,FALSE,TRUE,TRUE,TRUE
"e7ae91ad-13a9-4f2b-9a36-ca4324575d3c","species","t0047222","Thamnotettix wanrianus","Animalia","Insecta","native","true","","","","","","species","Wanritettix wanrianus","true","native","","","","Wanritettix","wanrianus",NA,FALSE,TRUE,TRUE,TRUE
"115f449e-dd4b-46c5-84d3-bd765629e367","species","t0047301","Thomsoniella porrecta","Animalia","Insecta","native","","","","","","","species","Thomsonia porrecta","","native","","","","Thomsonia","porrecta",NA,FALSE,TRUE,TRUE,TRUE
"95c35dcf-8a13-4053-841e-820721072b4a","species","t0047509","Togacephalus botelensis","Animalia","Insecta","native","true","","","","","","species","Maiestas botelensis","true","native","","","","Maiestas","botelensis",NA,FALSE,TRUE,TRUE,TRUE
"aeca382c-a1c0-4169-a551-86e517c312bf","species","t0047510","Togacephalus distinctus","Animalia","Insecta","native","","","","","","","species","Maiestas distincta","","native","","","","Maiestas","distincta",NA,FALSE,TRUE,TRUE,TRUE
"38ce6410-d6ed-43bf-9445-cb908872eb1a","species","t0047511","Togacephalus formosiellus","Animalia","Insecta","native","true","","","","","","species","Maiestas formosiella","true","native","","","","Maiestas","formosiella",NA,FALSE,TRUE,TRUE,TRUE
"62673f83-c079-433e-973e-099eb7a08160","species","t0047512","Togacephalus jamiensis","Animalia","Insecta","native","true","","","","","","species","Maiestas jamiensis","true","native","","","","Maiestas","jamiensis",NA,FALSE,TRUE,TRUE,TRUE
"0297b264-d994-469c-bd9d-040da4fb57e4","species","t0070742","Alcimocoris japonensis","Animalia","Insecta","native","","","","","","","species","Alcimocoris japonersis","","native","","","","Alcimocoris","japonersis",NA,FALSE,TRUE,TRUE,TRUE
"a61b92d6-c9a0-4040-8a0d-e256e987458d","species","t0064463","Gerris gracilicornis","Animalia","Insecta","native","","","","","","","species","Gerris gracilicomis","","native","","","","Gerris","gracilicomis",NA,FALSE,TRUE,TRUE,TRUE
"9345cdf5-b5e4-4a33-98d7-32cc5526bf5a","species","t0083870","Petalolyma fujianensis","Animalia","Insecta","native","","","","","","","species","Petalolyma castanopsis","","native","","","","Petalolyma","castanopsis",NA,FALSE,TRUE,TRUE,TRUE
"78bc04e6-9312-4769-9ff8-b4e3c5d2435a","species","t0047808","Trichochermes hyalina","Animalia","Insecta","native","true","","","","","","species","Petalolyma hyalina","true","native","","","","Petalolyma","hyalina",NA,FALSE,TRUE,TRUE,TRUE
"ef38ea03-ee02-4099-919f-2656fb32138d","species","t0028210","Nacolus assamensis","Animalia","Insecta","native","","","","","","","species","Nacolus tuberculatus","","native","","","","Nacolus","tuberculatus",NA,FALSE,TRUE,TRUE,TRUE
"85fa0ee2-33e2-4075-ae68-a33868e0a2cf","species","t0028210","Nacolus gavialis","Animalia","Insecta","native","","","","","","","species","Nacolus tuberculatus","","native","","","","Nacolus","tuberculatus",NA,FALSE,TRUE,TRUE,TRUE
"3e86ea50-bcd7-4973-a1cf-c5a0d7a28482","species","t0036096","Platypleura kaempferi","Animalia","Insecta","native","","","","","","","species","Planopleura kaempferi","","native","","","","Planopleura","kaempferi",NA,FALSE,TRUE,TRUE,TRUE
"9aa0f6f6-1bfa-4a9f-a415-16dd03b0fbad","species","t0036097","Platypleura takasagona","Animalia","Insecta","native","true","","","","","","species","Planopleura takasagona","true","native","","","","Planopleura","takasagona",NA,FALSE,TRUE,TRUE,TRUE
"d784785a-ee47-4b59-86e1-d420279d1d94","species","t0028638","Evacanthus formosanus","Animalia","Insecta","native","true","","","","","","species","Onukiades formosanus","true","native","","","","Onukiades","formosanus",NA,FALSE,TRUE,TRUE,TRUE
"894aadc7-15c2-49f6-b8fe-c8938bd2dba1","species","t0028639","Onukia arisana","Animalia","Insecta","native","","","","","","","species","Paraonukia arisana","","native","","","","Paraonukia","arisana",NA,FALSE,TRUE,TRUE,TRUE
"d43e4e03-f8b0-4103-92ce-23841f9f46a9","species","t0028640","Onukia flavifrons","Animalia","Insecta","native","","","","","","","species","Taperus flavifrons","","native","","","","Taperus","flavifrons",NA,FALSE,TRUE,TRUE,TRUE
"182ef78f-52c7-48cb-839b-3f5628633780","species","t0028643","Onukia flavimacula","Animalia","Insecta","native","","","","","","","species","Bentus flavomaculatus","","native","","","","Bentus","flavomaculatus",NA,FALSE,TRUE,TRUE,TRUE
"c863b4d9-8c0d-4a5e-87c2-5bb343601fb4","species","t0065221","Hecalus formosanus","Animalia","Insecta","native","true","","","","","","species","Glossocratus formosanus","true","native","","","","Glossocratus","formosanus",NA,FALSE,TRUE,TRUE,TRUE
"d31c2e13-18eb-4334-b77a-bb834b3d5e32","species","t0065222","Hecalus lefroyi","Animalia","Insecta","native","","","","","","","species","Glossocratus lefroyi","","native","","","","Glossocratus","lefroyi",NA,FALSE,TRUE,TRUE,TRUE
"415052f3-304c-4334-9aaa-982c6598f37f","species","t0082976","Parabolocratus nitobei","Animalia","Insecta","native","true","","","","","","species","Thomsonia nitobei","true","native","","","","Thomsonia","nitobei",NA,FALSE,TRUE,TRUE,TRUE
"9990e904-7209-49ed-9f6c-f8c3eef42656","species","t0082977","Parabolocratus okinawensis","Animalia","Insecta","native","","","","","","","species","Hecalus okinawensis","","native","","","","Hecalus","okinawensis",NA,FALSE,TRUE,TRUE,TRUE
"ba62f481-bc8b-4908-8e2c-8865e164eca5","species","t0082978","Parabolocratus taiwanus","Animalia","Insecta","native","true","","","","","","species","Hecalus wallengrenii","true","native","","","","Hecalus","wallengrenii",NA,FALSE,TRUE,TRUE,TRUE
"b77de024-358c-40a8-be0e-2c71bad57bf0","species","t0068132","Lycorma olivacea","Animalia","Insecta","native","","","","","","","species","Lycorma meliae","true","native","","","","Lycorma","meliae",NA,FALSE,TRUE,TRUE,TRUE
"74495e21-f13e-44d0-b4b7-763ef449c0ad","species","t0027914","Moonia guttulinervis","Animalia","Insecta","native","","","","","","","species","Mesoparopia guttulinervis","","native","","","","Mesoparopia","guttulinervis",NA,FALSE,TRUE,TRUE,TRUE
"4fb50ef1-2e6d-4039-8909-cb3f87d9f4fa","species","t0027915","Moonia lata","Animalia","Insecta","native","","","","","","","species","Mesoparopia lata","","native","","","","Mesoparopia","lata",NA,FALSE,TRUE,TRUE,TRUE
"0785ad7e-f3ba-4254-b94e-03d2aaee27f8","species","t0028641","Nirvana orientalis","Animalia","Insecta","native","","","","","","","species","Sophonia orientalis","","native","","","","Sophonia","orientalis",NA,FALSE,TRUE,TRUE,TRUE
"7ca55d33-ee29-44ca-84d2-01de452cca2c","species","t0039647","Stenometopius formosanus","Animalia","Insecta","native","true","","","","","","species","Hodoedocus formosanus","true","native","","","","Hodoedocus","formosanus",NA,FALSE,TRUE,TRUE,TRUE
"d37123df-830d-409f-9c72-2ba2cf03c808","species","t0083737","Penthimia theae","Animalia","Insecta","native","","","","","","","species","Chanohirata theae","","native","","","","Chanohirata","theae",NA,FALSE,TRUE,TRUE,TRUE
"8072fd25-ccb2-486e-b5f3-f2c2914cb3aa","species","t0070377","Aedes (Neomelaniconion) lineatopennis","Animalia","Insecta","native","","","","","","","species","Neomelaniconion lineatopenne","","native","","","","Neomelaniconion","lineatopenne",NA,FALSE,TRUE,TRUE,TRUE
"e7faccf6-510b-4d58-8fd1-e92241cf6b5d","species","t0070375","Aedes (Stegomyia) albopictus","Animalia","Insecta","native","","","","","","","species","Stegomyia albopicta","","native","","","","Stegomyia","albopicta",NA,FALSE,TRUE,TRUE,TRUE
"af1f784a-8810-41c8-804c-ab1995500f10","species","t0070378","Aedes (Stegomyia) malikuli","Animalia","Insecta","native","","","","","","","species","Stegomyia malikuli","","native","","","","Stegomyia","malikuli",NA,FALSE,TRUE,TRUE,TRUE
"821d19cc-41c9-43f1-82f5-e459b359dbeb","species","t0081937","Ochlerotatus (Finlaya) sinensis","Animalia","Insecta","native","","","","","","","species","Downsiomyia sinensis","","native","","","","Downsiomyia","sinensis",NA,FALSE,TRUE,TRUE,TRUE
"6d246d96-0d39-4dd7-b465-1939c56361a1","species","t0035993","Platycherius formosanus","Animalia","Insecta","native","","","","","","","species","Platycheirus formosanus","","native","","","","Platycheirus","formosanus",NA,FALSE,TRUE,TRUE,TRUE
"4150a3f5-6e09-4b45-a46a-1704a84ba381","species","t0079812","Culicoides (Beltranmyia) arakawai","Animalia","Insecta","native","","","","","","","species","Culicoides arakawae","","native","","","","Culicoides","arakawae",NA,FALSE,TRUE,TRUE,TRUE
"86644044-f2b3-41f6-9c4b-2005408cdfe4","species","t0083930","Phalacrotophora (Omapanta) quardrimaculata","Animalia","Insecta","native","","","","","","","species","Phalacrotophora quadrimaculata","","native","","","","Phalacrotophora","quadrimaculata",NA,FALSE,TRUE,TRUE,TRUE
"45e2d73a-2c32-4a7f-b17a-c284615c4428","species","t0083929","Phalacrotophora (Phalacrotophora) puncifrons","Animalia","Insecta","native","","","","","","","species","Phalacrotophora punctifrons","","native","","","","Phalacrotophora","punctifrons",NA,FALSE,TRUE,TRUE,TRUE
"aea48a10-d211-48bd-83f1-1e5b5279274f","species","t0040039","Stronglyophthalmyia immaculata","Animalia","Insecta","native","","","","","","","species","Strongylophthalmyia immaculata","","native","","","","Strongylophthalmyia","immaculata",NA,FALSE,TRUE,TRUE,TRUE
"1fd59c1b-1238-4d4c-a95a-8d4b753d9967","species","t0057882","Baliga sagax","Animalia","Insecta","native","","","","","","","species","Baliga brunneipennis","","native","","","","Baliga","brunneipennis",NA,FALSE,TRUE,TRUE,TRUE
"feb03584-a022-408d-8519-ce0326fb36c2","species","t0080831","Myrmeleon formicalynx","Animalia","Insecta","native","","","","","","","species","Myrmeleon wangi","true","native","","","","Myrmeleon","wangi",NA,FALSE,TRUE,TRUE,TRUE
"ea690096-135f-4aa5-93c0-d7eece999c7b","species","t0031883","Phyllothelys cornutum","Animalia","Insecta","native","","","","","","","species","Phyllothelys cornutus","","native","","","","Phyllothelys","cornutus",NA,FALSE,TRUE,TRUE,TRUE
"a11c2482-f044-4bcd-8941-ab7749e8a616","species","t0064475","Gibosia lucida","Animalia","Insecta","native","true","","","","","","species","Flavoperla lucida","true","native","","","","Flavoperla","lucida",NA,FALSE,TRUE,TRUE,TRUE
"3ea73087-38d8-4418-b5af-ec499e10cf05","species","t0063570","Euscyrtus ogatai","Animalia","Insecta","native","","","","","","","species","Euscyrtodes ogatai","","native","","","","Euscyrtodes","ogatai",NA,FALSE,TRUE,TRUE,TRUE
"6c5606a4-79d3-4557-b862-c4db38ddc623","species","t0069464","Mitius blennus","Animalia","Insecta","native","","","","","","","species","Stephoblemmus minor","","native","","","","Stephoblemmus","minor",NA,FALSE,TRUE,TRUE,TRUE
"8b187740-91ef-45ed-b143-b98ae1653d04","species","t0069465","Mitius minutulus","Animalia","Insecta","native","","","","","","","species","Stephoblemmus minutulus","","native","","","","Stephoblemmus","minutulus",NA,FALSE,TRUE,TRUE,TRUE
"bb72f03f-de08-441b-8756-a772bd23a3db","species","t0048577","Velarifictorus koshunensis","Animalia","Insecta","native","","","","","","","species","Turanogryllus koshunensis","","native","","","","Turanogryllus","koshunensis",NA,FALSE,TRUE,TRUE,TRUE
"3d403f02-11f9-4acf-8f43-5bad7dd26021","species","t0081019","Neanias magnus","Animalia","Insecta","native","true","","","","","","species","Metriogryllacris magna","","native","","","","Metriogryllacris","magna",NA,FALSE,TRUE,TRUE,TRUE
"d7e85775-9361-4644-91ea-6bd641292cf2","species","t0029608","Sorineuchora formosana","Animalia","Insecta","native","","","","","","","species","Episorineuchora formosana","","native","","","","Episorineuchora","formosana",NA,FALSE,TRUE,TRUE,TRUE
"471cc9d4-ab8c-4ab7-99b9-a82890525aa8","species","t0032821","Shelfordina flavomarginata","Animalia","Insecta","native","","","","","","","species","Phyllodromia flavomarginata","","native","","","","Phyllodromia","flavomarginata",NA,FALSE,TRUE,TRUE,TRUE
"ef95ca44-9529-433e-be7a-136fa8636d21","infraspecies","t0030636","Platynus acroglyptus acroglyptus","Animalia","Insecta","native","","","","","","","infraspecies","Colpodes acroglyptus acroglyptus","true","native","","","","Colpodes","acroglyptus","acroglyptus",FALSE,TRUE,TRUE,TRUE
"c71543ed-119f-4482-97db-307742b24f5a","infraspecies","t0030128","Carabus (Damaster) blaptoides hanae","Animalia","Insecta","native","true","","","","","","species","Damaster hanae","true","native","","","","Damaster","hanae",NA,FALSE,TRUE,TRUE,TRUE
"0d05f77f-35c6-4f18-999c-79381f4cee2e","infraspecies","t0057588","Adelocera shirozui shirozui","Animalia","Insecta","native","true","","","","","","infraspecies","Agrypnus argillaceus shirozui","true","native","","","","Agrypnus","argillaceus","shirozui",FALSE,TRUE,TRUE,TRUE
"92dd10d7-457b-4ef7-a345-48f84472eb5f","infraspecies","t0086183","Pterolophia kaleea inflexa","Animalia","Insecta","native","","","","","","","infraspecies","Pterolophia kaleea inftexa","","native","","","","Pterolophia","kaleea","inftexa",FALSE,TRUE,TRUE,TRUE
"7a31168c-0d46-45e3-b48b-8c69c3fdc27c","infraspecies","t0096694","Xylotrechus (Xylotrechus) latefasciatus latefasciatus","Animalia","Insecta","native","","","","","","","species","Xylotrechus latefasciatus","","","","","","Xylotrechus","latefasciatus",NA,FALSE,TRUE,TRUE,TRUE
"9f357184-4816-4254-bdef-e267f4436c17","infraspecies","t0105419","Priotyrranus closteroides closteroides","Animalia","Insecta","native","","","","","","","infraspecies","Priotyrannus closteroides closteroides","","native","","","","Priotyrannus","closteroides","closteroides",FALSE,TRUE,TRUE,TRUE
"284a8745-887d-4c46-87bc-b70215cec60b","infraspecies","t0085130","Priotyrranus closteroides lutauensis","Animalia","Insecta","native","true","","","","","","infraspecies","Priotyrannus closteroides lutauensis","","native","","","","Priotyrannus","closteroides","lutauensis",FALSE,TRUE,TRUE,TRUE
"a2ba3d83-a843-46fa-ac9e-3a8dfe5ef746","infraspecies","t0028710","Dorcus curvidens formosanus","Animalia","Insecta","native","","","","","","","infraspecies","Dorcus hopei formosanus","true","native","","","III","Dorcus","hopei","formosanus",FALSE,TRUE,TRUE,FALSE
"01b57b4e-08de-4165-8a80-7a1367cd1e31","infraspecies","t0085589","Dorcus titanus sika","Animalia","Insecta","native","","","","","","","infraspecies","Serrognathus titanus sika","true","native","","","","Serrognathus","titanus","sika",FALSE,TRUE,TRUE,TRUE
"c9837fbc-cf7b-439a-ac33-7498a15faf91","infraspecies","t0096904","Episcapha (Ephicaspa) asahinai asahinai","Animalia","Insecta","native","true","","","","","","species","Episcapha asahinai","","","","","","Episcapha","asahinai",NA,FALSE,TRUE,TRUE,TRUE
"bc06aa23-9f07-40fd-a8f9-f67a6f74479b","infraspecies","t0100175","Attagenus unicolor unicolor","Animalia","Insecta","native","","","","","","","species","Attagenus unicolor","","","","","","Attagenus","unicolor",NA,FALSE,TRUE,TRUE,TRUE
"98503af0-b96c-45c6-8928-61af7b3314b4","infraspecies","t0100723","Cephalomalthinus taoyuanus taoyuanus","Animalia","Insecta","native","true","","","","","","species","Cephalomalthinus taoyuanus","","","","","","Cephalomalthinus","taoyuanus",NA,FALSE,TRUE,TRUE,TRUE
"c75c9a2b-1c96-4f69-ad45-4c8b4ffe758b","infraspecies","t0096878","Eobia chinensis chinensis","Animalia","Insecta","native","true","","","","","","species","Eobia chinensis","","","","","","Eobia","chinensis",NA,FALSE,TRUE,TRUE,TRUE
"b959e901-9025-4624-bdd1-c900f90bfb2f","infraspecies","t0085629","Eobia curticornis curticornis","Animalia","Insecta","native","true","","","","","","infraspecies","Eobia cinereipennis curticornis","true","native","","","","Eobia","cinereipennis","curticornis",FALSE,TRUE,TRUE,TRUE
"2810ffd8-a67c-4a5c-9032-4b7952ceef27","infraspecies","t0084774","Erasmia pulchella hobsoni","Animalia","Insecta","native","true","","","","","","species","Erasmia sangaica","true","native","","","","Erasmia","sangaica",NA,FALSE,TRUE,TRUE,TRUE
"26419b7a-69c8-489a-8f50-c8b33c5e5644","infraspecies","t0084561","Notonagemia analis gressitti","Animalia","Insecta","native","","","","","","","infraspecies","Notonagemia analis analis","","native","","","","Notonagemia","analis","analis",FALSE,TRUE,TRUE,TRUE
"57d91c0a-319f-42e3-bbda-4406e33c4ff6","infraspecies","t0027076","Tettigonia spectra nigrilinea","Animalia","Insecta","native","","","","","","","species","Cofana nigrilinea","","native","","","","Cofana","nigrilinea",NA,FALSE,TRUE,TRUE,TRUE
"3ae5eb17-59bd-4409-888f-9d59adc758bc","infraspecies","t0086042","Pachyphlegyas modigliani modigliani","Animalia","Insecta","native","","","","","","","infraspecies","Pachyphylegyas modigliani modigliani","","native","","","","Pachyphylegyas","modigliani","modigliani",FALSE,TRUE,TRUE,TRUE
"5a26f636-686b-4856-9bbe-9939aba158c7","infraspecies","t0098558","Polistes (Gyrostoma) tenebricosus tenebricosus","Animalia","Insecta","native","","","","","","","species","Polistes tenebricosus","","","","","","Polistes","tenebricosus",NA,FALSE,TRUE,TRUE,TRUE
"ebdab555-cea4-4eb9-b1e6-17877d3d2732","infraspecies","t0098556","Polistes (Polistella) stigma stigma","Animalia","Insecta","native","","","","","","","species","Polistes stigma","","","","","","Polistes","stigma",NA,FALSE,TRUE,TRUE,TRUE
"163d78c9-c848-4777-96fd-7a33ee1a748a","infraspecies","t0098557","Polistes (Polistella) strigosus strigosus","Animalia","Insecta","native","","","","","","","species","Polistes strigosus","","","","","","Polistes","strigosus",NA,FALSE,TRUE,TRUE,TRUE
"d56e4083-4572-460c-b345-7f7f73f6fa99","infraspecies","t0098554","Polistes (Polistes) chinensis chinensis","Animalia","Insecta","native","","","","","","","species","Polistes chinensis","","","","","","Polistes","chinensis",NA,FALSE,TRUE,TRUE,TRUE
"2f3a0856-69be-40cc-939b-b50f9753ac8b","infraspecies","t0099802","Aedes (Aedimorphus) vexans vexans","Animalia","Insecta","native","","","","","","","species","Aedes vexans","","","","","","Aedes","vexans",NA,FALSE,TRUE,TRUE,TRUE
"6c7c62ff-45bd-4e1c-af7c-d96b5bee0545","infraspecies","t0087676","Culex (Culex) pipiens molestus","Animalia","Insecta","native","","","","","","","infraspecies","Culex pipiens molestus","","native","","","","Culex","pipiens","molestus",FALSE,TRUE,TRUE,TRUE
"8454f093-f851-4af9-b0a0-eef93a136e43","infraspecies","t0085993","Ochlerotatus (Finlaya) elsiae vicarious","Animalia","Insecta","native","","","","","","","infraspecies","Ochlerotatus elsiae vicarius","","native","","","","Ochlerotatus","elsiae","vicarius",FALSE,TRUE,TRUE,TRUE
"6e581dac-60ee-4020-a6e2-b1c390785cd7","infraspecies","t0085995","Ochlerotatus (Finlaya) pulchriventer alius","Animalia","Insecta","native","","","","","","","species","Ochlerotatus alius","","native","","","","Ochlerotatus","alius",NA,FALSE,TRUE,TRUE,TRUE
"3877eaea-4822-4206-811f-0b8cef425136","infraspecies","t0100120","Asarkina (Asarkina) porcina porcina","Animalia","Insecta","native","","","","","","","species","Asarkina porcina","","","","","","Asarkina","porcina",NA,FALSE,TRUE,TRUE,TRUE
"e346eaea-b2e3-4e5e-9649-3d9b77dcd356","infraspecies","t0097357","Icosta ardeae ardeae","Animalia","Insecta","native","","","","","","","species","Icosta ardeae","","","","","","Icosta","ardeae",NA,FALSE,TRUE,TRUE,TRUE
"9863ee73-4688-4093-91be-ddf84172609b","species","t0029373","Gomphidia fukienensis","Animalia","Insecta","native","","","","","","","infraspecies","Gomphidia kruegeri fukienensis","","native","LC","","","Gomphidia","kruegeri","fukienensis",FALSE,FALSE,TRUE,TRUE
"5e0ecb60-70f2-4c6c-b0c0-0f881278daca","infraspecies","t0086415","Velarifictorus ornatus caudatus","Animalia","Insecta","native","","","","","","","species","Velarifictorus ornatus","","native","","","","Velarifictorus","ornatus",NA,FALSE,TRUE,TRUE,TRUE
"5df4fe35-eb6b-4637-b2a0-75f94fe0d6af","species","t0026368","Botrychium formosanum","Plantae","Psilotopsida","native","","","NNT","","","2017-12-01","species","Sceptridium formosanum","","native","","NNT","","Sceptridium","formosanum",NA,FALSE,TRUE,TRUE,TRUE
"335dde53-cb91-46a7-8140-e9bfc79ca975","species","t0026359","Ophioderma pendula","Plantae","Psilotopsida","native","","","NLC","","","2017-12-01","species","Ophioderma pendulum","","native","","NLC","","Ophioderma","pendulum",NA,FALSE,TRUE,TRUE,TRUE
"b94e6332-ba46-45ef-9c15-b3df52ebeac8","species","t0026456","Alsophila acaulis","Plantae","Polypodiopsida","native","","","NNT","","","2017-12-01","species","Gymnosphaera denticulata","","native","","NNT","","Gymnosphaera","denticulata",NA,FALSE,TRUE,TRUE,TRUE
"5627b2fb-9a44-4b84-af25-663ded9984a1","species","t0026526","Pteris amoena","Plantae","Polypodiopsida","native","","","NLC","","","2017-12-01","species","Pteris tokioi","","native","","NLC","","Pteris","tokioi",NA,FALSE,TRUE,TRUE,TRUE
"572e1f1b-5572-4fdc-98b4-9dc8be0525f0","species","t0026505","Pteris semipinnata","Plantae","Polypodiopsida","native","","","NLC","","","2017-12-01","species","Pteris dispar","","native","","","","Pteris","dispar",NA,FALSE,TRUE,FALSE,TRUE
"14128fc3-6b1b-4ceb-8fde-8cd4bf8776f7","species","t0026539","Cheilanthes hirsuta","Plantae","Polypodiopsida","native","","","NNT","","","2017-12-01","species","Cheilanthes nudiuscula","","native","","NNT","","Cheilanthes","nudiuscula",NA,FALSE,TRUE,TRUE,TRUE
"dda594ac-a3c1-4e8b-90d1-7b91aeb51474","species","t0026536","Cheilanthes mexicana","Plantae","Polypodiopsida","native","","","DD","","","2017-12-01","species","Aleuritopteris krameri","","native","","DD","","Aleuritopteris","krameri",NA,FALSE,TRUE,TRUE,TRUE
"f6bc34ab-d0de-4c44-9491-9311bbd52419","species","t0026535","Mildella henryi","Plantae","Polypodiopsida","native","","","NLC","","","2017-12-01","species","Aleuritopteris henryi","","native","","NLC","","Aleuritopteris","henryi",NA,FALSE,TRUE,TRUE,TRUE
"e3e950bc-67e1-45e5-bb85-9bf15c27f4cf","species","t0026551","Adiantum ciliatum","Plantae","Polypodiopsida","native","","","NLC","","","2017-12-01","species","Adiantum malesianum","","native","","NLC","","Adiantum","malesianum",NA,FALSE,TRUE,TRUE,TRUE
"0425d181-c7a2-4519-b805-7c6adf22b64e","species","t0026561","Antrophyum alatum","Plantae","Polypodiopsida","non-native","","","","","","","species","Antrophyum callifolium","","native","","","","Antrophyum","callifolium",NA,FALSE,TRUE,TRUE,TRUE
"d4aa94f9-9ac3-4493-97f3-6a2d37ef7f94","species","t0026932","Hymenasplenium cataractarum","Plantae","Polypodiopsida","native","","","NLC","","","2017-12-01","species","Hymenasplenium murakami-hatanakae","","native","","NLC","","Hymenasplenium","murakami-hatanakae",NA,FALSE,TRUE,TRUE,TRUE
"f28c3e57-731a-4672-b4ef-007e3bbe1313","species","t0026932","Hymenasplenium unilaterale","Plantae","Polypodiopsida","native","","","NLC","","","2017-12-01","species","Hymenasplenium murakami-hatanakae","","native","","NLC","","Hymenasplenium","murakami-hatanakae",NA,FALSE,TRUE,TRUE,TRUE
"efdcbe6b-a76e-4c4b-94a4-32feafb99a99","species","t0026890","Asplenium adiantumnigrum","Plantae","Polypodiopsida","native","","","NLC","","","2017-12-01","species","Asplenium adiantum-nigrum","","native","","NLC","","Asplenium","adiantum-nigrum",NA,FALSE,TRUE,TRUE,TRUE
"5d896102-10a3-4584-9562-a3f19c116a44","species","t0026900","Asplenium laciniatum","Plantae","Polypodiopsida","native","","","NLC","","","2017-12-01","species","Asplenium gueinzianum","","native","","NLC","","Asplenium","gueinzianum",NA,FALSE,TRUE,TRUE,TRUE
"50339677-04af-4c6a-93b1-438f45007a48","species","t0026941","Pseudophegopteris paludosa","Plantae","Polypodiopsida","native","","","NLC","","","2017-12-01","species","Pseudophegopteris hirtirachis","","native","","NLC","","Pseudophegopteris","hirtirachis",NA,FALSE,TRUE,TRUE,TRUE
