"taxonUUID","taxonRank","taxon_id","simplifiedScientificName","kingdom","class","nativeness","endemism","protectedStatusTW","categoryRedlistTW","categoryIUCN","sensitiveCategory","categoryRedlistVersionTW","rank","new_simple_name","is_endemic","alien_type","new_iucn","new_redlistTW","new_protected","genus","specificEpithet","infraspecies","comparison_name","comparison_IUCN","comparison_redlistTW","comparison_protected"
"fd5eeed7-387d-4355-b2ba-88876643c79c","species","t0086136","Polinices didyma","Animalia","Gastropoda","native","","","","","","","species","Neverita didyma","","native","","","","Neverita","didyma",NA,FALSE,TRUE,TRUE,TRUE
"5323e024-890a-4df4-9a4f-2605c8e33d41","species","t0065607","Hippeutis carntori","Animalia","Gastropoda","native","","","","","","","species","Helicorbis cantori","","native","LC","","","Helicorbis","cantori",NA,FALSE,FALSE,TRUE,TRUE
"9238a8f7-483e-44de-a9c5-d1102b9164b0","species","t0077639","Caulastrea curvata","Animalia","Hexacorallia","native","","","","","","","species","Caulastraea curvata","","native","LC","","","Caulastraea","curvata",NA,FALSE,FALSE,TRUE,TRUE
"ebe594d3-14bc-4528-a538-c8f2c9ad5be7","species","t0065957","Hydroides dirampha","Animalia","Polychaeta","native","","","","","","","species","Hydroides diramphus","","native","","","","Hydroides","diramphus",NA,FALSE,TRUE,TRUE,TRUE
"ccaa3503-8c95-4bbd-abde-22401e8c3460","species","t0036868","Protula magnifica","Animalia","Polychaeta","native","","","","","","","species","Protula bispiralis","","native","","","","Protula","bispiralis",NA,FALSE,TRUE,TRUE,TRUE
"2034d458-0dc0-4347-ab60-68ebe1cf9503","infraspecies","t0027927","Metadentobunus formosae garampiensis","Animalia","Arachnida","native","","","","","","","species","Metadentobunus garampiensis","true","native","","","","Metadentobunus","garampiensis",NA,FALSE,TRUE,TRUE,TRUE
"b18298cf-817f-4096-b802-2fd9fa3c24d5","infraspecies","t0098285","Panulirus longipes longipes","Animalia","Malacostraca","native","","","","LC","","","species","Panulirus longipes","","native","LC","","","Panulirus","longipes",NA,FALSE,TRUE,TRUE,TRUE
"30a866d8-7239-4988-aa7d-39e1a291fc87","infraspecies","t0033010","Spondylus barbatus barbatus","Animalia","Bivalvia","native","","","","","","","species","Spondylus squamosus","","native","","","","Spondylus","squamosus",NA,FALSE,TRUE,TRUE,TRUE
"dd2a2537-194c-4e41-b065-4d6abc638c16","infraspecies","t0085486","Conus musicus ceylonensis","Animalia","Gastropoda","native","","","","","","","infraspecies","Conus musicus ceylanensis","","native","","","","Conus","musicus","ceylanensis",FALSE,TRUE,TRUE,TRUE
"e18cb6a9-118a-49b7-99ed-7e96f2fa0c89","infraspecies","t0096335","Melanoides tuberculatus tuberculatus","Animalia","Gastropoda","native","","","","","","","species","Melanoides tuberculatus","","","LC","","","Melanoides","tuberculatus",NA,FALSE,FALSE,TRUE,TRUE
"2e7acb57-0aa3-4a8d-8ad8-0e39fd90b5ff","infraspecies","t0085271","Aphanoconia hungerfordianum hainanensis","Animalia","Gastropoda","native","","","","","","","infraspecies","Aphanoconia hungerfordiana hainanensis","","native","","","","Aphanoconia","hungerfordiana","hainanensis",FALSE,TRUE,TRUE,TRUE
"6fc7aee1-8a3d-46cb-8b1c-efeeab697f79","infraspecies","t0086136","Polinices didyma didyma","Animalia","Gastropoda","native","","","","","","","species","Neverita didyma","","native","","","","Neverita","didyma",NA,FALSE,TRUE,TRUE,TRUE
"ec274766-91f2-4abe-adb6-089f30922a71","species","t0030636","Platynus acroglyptus","Animalia","Insecta","native","","","","","","","infraspecies","Colpodes acroglyptus acroglyptus","true","native","","","","Colpodes","acroglyptus","acroglyptus",FALSE,TRUE,TRUE,TRUE
"dc68d9f8-4397-45fe-952c-e19d2b91cec8","species","t0057588","Adelocera shirozui","Animalia","Insecta","native","","","","","","","infraspecies","Agrypnus argillaceus shirozui","true","native","","","","Agrypnus","argillaceus","shirozui",FALSE,TRUE,TRUE,TRUE
"c0659b0a-f54a-466f-a688-a9548bb3152a","species","t0046163","Agoniella sonani","Animalia","Insecta","native","true","","","","","","species","Agonia sonani","true","native","","","","Agonia","sonani",NA,FALSE,TRUE,TRUE,TRUE
"7452fcb1-904a-47df-96f2-21e34621e61b","species","t0072208","Argopistes coccinelliformis","Animalia","Insecta","native","","","","","","","species","Argopistes rufus","","native","","","","Argopistes","rufus",NA,FALSE,TRUE,TRUE,TRUE
"0b33ce1b-c01a-4c83-8c86-fe8461129d19","species","t0078989","Colobaspis elegans","Animalia","Insecta","native","true","","","","","","species","Temnaspis elegans","true","native","","","","Temnaspis","elegans",NA,FALSE,TRUE,TRUE,TRUE
"cf514d91-4390-476f-aaf4-9eb62ccff476","species","t0078990","Colobaspis formosana","Animalia","Insecta","native","true","","","","","","species","Temnaspis formosana","true","native","","","","Temnaspis","formosana",NA,FALSE,TRUE,TRUE,TRUE
"5e1ce47c-d55f-4e7a-b207-33db9ba415e3","species","t0078991","Colobaspis fraxini","Animalia","Insecta","native","true","","","","","","species","Temnaspis fraxini","true","native","","","","Temnaspis","fraxini",NA,FALSE,TRUE,TRUE,TRUE
"fa7ff7ba-a7de-4cb7-8394-4b3bb855e66b","species","t0078992","Colobaspis rubi","Animalia","Insecta","native","true","","","","","","species","Temnaspis sauteri","true","native","","","","Temnaspis","sauteri",NA,FALSE,TRUE,TRUE,TRUE
"7496a820-f3f4-4700-ac80-2c12a490c1ba","species","t0078992","Colobaspis sauteri","Animalia","Insecta","native","true","","","","","","species","Temnaspis sauteri","true","native","","","","Temnaspis","sauteri",NA,FALSE,TRUE,TRUE,TRUE
"286f6590-8a48-4bf6-a900-73834ce772f7","species","t0078994","Colobaspis shirakii","Animalia","Insecta","native","true","","","","","","species","Temnaspis shirakii","true","native","","","","Temnaspis","shirakii",NA,FALSE,TRUE,TRUE,TRUE
"3f322a06-6402-4947-b1a6-85967ca3289f","species","t0078167","Chirozetes formosanus","Animalia","Insecta","native","","","","","","","species","Mesochirozetes formosanus","true","native","","","","Mesochirozetes","formosanus",NA,FALSE,TRUE,TRUE,TRUE
"e80714a7-70aa-4df5-b113-554776b130a5","species","t0061146","Darumazo distinctus","Animalia","Insecta","native","","","","","","","species","Aphanerostethus taiwanus","true","native","","","","Aphanerostethus","taiwanus",NA,FALSE,TRUE,TRUE,TRUE
"5a8ed772-e6c5-4a81-83c3-11fc256ea94e","species","t0037316","Pterolophia riantennalis","Animalia","Insecta","native","true","","","","","","species","Pterolophia variantennalis","true","native","","","","Pterolophia","variantennalis",NA,FALSE,TRUE,TRUE,TRUE
"6ebb7bf8-6d8b-4e03-8b9c-6a526b47f5f4","species","t0028137","Sybra baculina","Animalia","Insecta","native","true","","","","","","species","Mycerinopsis maculiclunis","","native","","","","Mycerinopsis","maculiclunis",NA,FALSE,TRUE,TRUE,TRUE
"6cc4a524-250b-444f-bc06-2b76aa698c94","species","t0105419","Priotyrranus closteroides","Animalia","Insecta","native","","","","","","","infraspecies","Priotyrannus closteroides closteroides","","native","","","","Priotyrannus","closteroides","closteroides",FALSE,TRUE,TRUE,TRUE
"a4f93473-9406-445a-91e3-225e6972bed1","species","t0076684","Bothrocalvia albolineata","Animalia","Insecta","native","","","","","","","species","Microcaria albolineata","","native","","","","Microcaria","albolineata",NA,FALSE,TRUE,TRUE,TRUE
"df0b496d-0a29-4e9a-bb91-44422de32b90","species","t0029623","Henosepilachna subfasciata","Animalia","Insecta","native","","","","","","","species","Epilachna subfasciata","","native","","","","Epilachna","subfasciata",NA,FALSE,TRUE,TRUE,TRUE
"b784d827-6af8-4db1-b337-a2ddf6945358","species","t0067033","Lemnia biplagiata","Animalia","Insecta","native","","","","","","","species","Coelophora biplagiata","","native","","","","Coelophora","biplagiata",NA,FALSE,TRUE,TRUE,TRUE
"9dce97b4-3e4a-4286-a943-dc7b0afef080","species","t0067036","Lemnia saucia","Animalia","Insecta","native","","","","","","","species","Coelophora saucia","","native","","","","Coelophora","saucia",NA,FALSE,TRUE,TRUE,TRUE
"772282e8-a75d-474b-b8c1-a08d6a17fdf2","species","t0027356","Lemnia circumsta","Animalia","Insecta","native","","","","","","","species","Phrynocaria circumusta","","native","","","","Phrynocaria","circumusta",NA,FALSE,TRUE,TRUE,TRUE
"71f01a4e-cf85-4ab4-8658-bd7ff204c6bd","species","t0067035","Lemnia duvauceli","Animalia","Insecta","native","","","","","","","species","Coelophora duvaucelii","","native","","","","Coelophora","duvaucelii",NA,FALSE,TRUE,TRUE,TRUE
"1c9a32e2-e787-486e-a86a-ef3e5f643755","species","t0067034","Lemnia circumvelata","Animalia","Insecta","native","","","","","","","species","Coelophora circumvelata","","native","","","","Coelophora","circumvelata",NA,FALSE,TRUE,TRUE,TRUE
"fb9c012a-a208-417c-82fa-b88f10c3e675","species","t0068259","Macrolleis hauseri","Animalia","Insecta","native","","","","","","","species","Macroailleis hauser","","native","","","","Macroailleis","hauser",NA,FALSE,TRUE,TRUE,TRUE
"eec240e3-2271-45af-90d0-02feb738b407","species","t0084236","Phrynocaria congener","Animalia","Insecta","native","","","","","","","species","Phrynocaria unicolor","","native","","","","Phrynocaria","unicolor",NA,FALSE,TRUE,TRUE,TRUE
"a254a7b4-9e79-4ff9-8a26-fab71b66cfd4","species","t0061573","Dicronocephalus bourgoini","Animalia","Insecta","native","true","","","","","","infraspecies","Dicronocephalus wallichii bourgoini","true","native","","","","Dicronocephalus","wallichii","bourgoini",FALSE,TRUE,TRUE,TRUE
"a94070bd-26a8-4355-9a61-362efa98b4e3","species","t0061967","Dorcus gracilicornis","Animalia","Insecta","native","true","","","","","","infraspecies","Dorcus yaksha gracilicornis","","native","","","","Dorcus","yaksha","gracilicornis",FALSE,TRUE,TRUE,TRUE
"6ee5b743-8fff-4634-b59f-93e485e0eec7","species","t0061970","Dorcus taiwanicus","Animalia","Insecta","native","true","","","","","","species","Velutinodorcus taiwanicus","true","native","","","","Velutinodorcus","taiwanicus",NA,FALSE,TRUE,TRUE,TRUE
"b4d16ec5-28f7-4902-86ad-38b567fedd61","species","t0028709","Dorcus carinulatus","Animalia","Insecta","native","true","","","","","","species","Velutinodorcus carinulatus","","native","","","","Velutinodorcus","carinulatus",NA,FALSE,TRUE,TRUE,TRUE
"4d55b92e-747b-4c09-a601-781eedebc79d","species","t0028711","Dorcus kyanrauensis","Animalia","Insecta","native","true","","","","","","species","Serrognathus kyanrauensis","true","native","","","","Serrognathus","kyanrauensis",NA,FALSE,TRUE,TRUE,TRUE
"7ef0b59f-e630-419e-9636-1e4c19433a09","species","t0028712","Dorcus mochizukii","Animalia","Insecta","native","true","","","","","","infraspecies","Falcicornis pieli mochizukii","true","native","","","","Falcicornis","pieli","mochizukii",FALSE,TRUE,TRUE,TRUE
"37e20424-7254-48ad-8d89-cb7c91e27eee","species","t0061969","Dorcus parvulus","Animalia","Insecta","native","","","","","","","species","Metallactulus parvulus","","native","","","","Metallactulus","parvulus",NA,FALSE,TRUE,TRUE,TRUE
"bcd64b50-db11-4e0e-81ef-e2a9bf1ce17c","species","t0081611","Nigidius fromosanus","Animalia","Insecta","native","","","","","","","species","Nigidius formosanus","true","native","","","","Nigidius","formosanus",NA,FALSE,TRUE,TRUE,TRUE
"a2b4eb87-ea90-47f9-81e5-21f0dffd5dc7","species","t0105414","Prosopocoilus formosanus","Animalia","Insecta","native","","","","","","","infraspecies","Miwanus formosanus formosanus","true","native","","","","Miwanus","formosanus","formosanus",FALSE,TRUE,TRUE,TRUE
"62ca0809-2aea-4f80-9f68-1579f95bd825","species","t0033290","Teneropsis lividipenne","Animalia","Insecta","native","true","","","","","","species","Teneropsis formosanum","true","native","","","","Teneropsis","formosanum",NA,FALSE,TRUE,TRUE,TRUE
"fcd27be9-cf19-4417-ad2b-5589a9afd1ee","species","t0033290","Teneropsis mundum","Animalia","Insecta","native","true","","","","","","species","Teneropsis formosanum","true","native","","","","Teneropsis","formosanum",NA,FALSE,TRUE,TRUE,TRUE
"f06530ae-e1a0-4c63-a2b3-96374de38347","species","t0037880","Rhynchophorus ferugineus","Animalia","Insecta","native","","","","","","","species","Rhynchophorus ferrugineus","","native","","","","Rhynchophorus","ferrugineus",NA,FALSE,TRUE,TRUE,TRUE
"1a0097e7-5783-4537-bc6b-56cfe923dfda","species","t0031280","Anthicus floralis","Animalia","Insecta","native","","","","","","","species","Omonadus floralis","","native","","","","Omonadus","floralis",NA,FALSE,TRUE,TRUE,TRUE
"338da9f7-7478-479d-bac2-e24a4efaffd1","species","t0048121","Trox formosanus","Animalia","Insecta","native","","","","","","","species","Glyptotrox formosanus","","native","","","","Glyptotrox","formosanus",NA,FALSE,TRUE,TRUE,TRUE
"979317bf-c2fd-4cf3-b97c-418e76228749","species","t0048122","Trox taiwanus","Animalia","Insecta","native","true","","","","","","species","Glyptotrox taiwanus","true","native","","","","Glyptotrox","taiwanus",NA,FALSE,TRUE,TRUE,TRUE
"ed4ab023-c30d-4d4a-9f62-c2ae49d3dba0","species","t0048123","Trox tibialis","Animalia","Insecta","native","true","","","","","","species","Glyptotrox tibialis","true","native","","","","Glyptotrox","tibialis",NA,FALSE,TRUE,TRUE,TRUE
"7cc72108-0dcf-49f3-8a97-23bca7d85ad9","species","t0048124","Trox yangi","Animalia","Insecta","native","true","","","","","","species","Glyptotrox yangi","true","native","","","","Glyptotrox","yangi",NA,FALSE,TRUE,TRUE,TRUE
"3e304750-57f6-420f-89b9-7b1ddf088e4e","species","t0055850","Nadagara punctillinearia","Animalia","Insecta","native","","","","","","","species","Plesiomorpha punctillinearia","","native","","","","Plesiomorpha","punctillinearia",NA,FALSE,TRUE,TRUE,TRUE
"4b0d86bc-d978-4541-8a34-6a589e4daa65","species","t0096915","Epobeidia tigrata","Animalia","Insecta","native","","","","","","","species","Obeidia tigrata","","","","","","Obeidia","tigrata",NA,FALSE,TRUE,TRUE,TRUE
"d96e96b6-f259-4633-b621-4a95f95f15d2","species","t0028197","Mythimna guanyuana","Animalia","Insecta","native","true","","","","","","species","Mythimna snelleni","","native","","","","Mythimna","snelleni",NA,FALSE,TRUE,TRUE,TRUE
"01044a3e-1e17-4659-a198-1df4935ca379","species","t0029680","Hilarographa mesostigmatias","Animalia","Insecta","native","","","","","","","species","Thaumatographa mesostigmatias","","native","","","","Thaumatographa","mesostigmatias",NA,FALSE,TRUE,TRUE,TRUE
"56e5eabe-dba8-49b0-ba9d-e1780cd3673c","species","t0049821","Aroa substrigosa","Animalia","Insecta","native","","","","","","","species","Pantana substrigosa","","native","","","","Pantana","substrigosa",NA,FALSE,TRUE,TRUE,TRUE
"43c71104-de31-422e-a57d-9846e91636f0","species","t0027798","Matsumursine horishanella","Animalia","Insecta","native","true","","","","","","species","Asura horishanella","true","native","","","","Asura","horishanella",NA,FALSE,TRUE,TRUE,TRUE
"ac7d550e-46e1-4296-8759-e3f92311a4c6","species","t0097340","Hypocala deflorata","Animalia","Insecta","native","","","","","","","species","Hyblaea deflorata","","","","","","Hyblaea","deflorata",NA,FALSE,TRUE,TRUE,TRUE
"7d0a9704-af03-443f-a73d-a41cc6659a34","species","t0028254","Nechesia albodentata","Animalia","Insecta","native","","","","","","","species","Nechesia albotentata","","native","","","","Nechesia","albotentata",NA,FALSE,TRUE,TRUE,TRUE
"1adaa42a-2001-4425-8269-c1e3e40020ae","species","t0049561","Agalope pica","Animalia","Insecta","native","true","","","","","","species","Paragalope pica","true","native","","","","Paragalope","pica",NA,FALSE,TRUE,TRUE,TRUE
"6cf358a1-486c-456a-bcbe-dbd9f7285b4c","species","t0049562","Agalope trimacula","Animalia","Insecta","native","true","","","","","","species","Paragalope trimacula","true","native","","","","Paragalope","trimacula",NA,FALSE,TRUE,TRUE,TRUE
"8fcc942f-06a6-4da8-ad48-f2750a3d050d","species","t0049563","Agalope wangi","Animalia","Insecta","native","true","","","","","","species","Paragalope wangi","true","native","","","","Paragalope","wangi",NA,FALSE,TRUE,TRUE,TRUE
"9400e377-72df-4be7-b36e-ff140fb87410","species","t0056777","Zeuxippa formosa","Animalia","Insecta","native","","","","","","","species","Artona formosa","true","native","","","","Artona","formosa",NA,FALSE,TRUE,TRUE,TRUE
"299d2fe6-5e77-4682-a07d-dde28e0138dd","species","t0029248","Fuscartona martini","Animalia","Insecta","native","true","","","","","","species","Artona martini","","native","","","","Artona","martini",NA,FALSE,TRUE,TRUE,TRUE
"26e98a5d-6b67-4c39-b09a-4961522713c4","species","t0055866","Pollanista inconspicua","Animalia","Insecta","native","true","","","","","","species","Inope inconspicua","true","native","","","","Inope","inconspicua",NA,FALSE,TRUE,TRUE,TRUE
"92ef4150-113c-4c8e-bf16-254bab01fe46","species","t0084774","Erasmia pulchella","Animalia","Insecta","native","","","","","","","species","Erasmia sangaica","true","native","","","","Erasmia","sangaica",NA,FALSE,TRUE,TRUE,TRUE
"72f0125c-34ec-49b5-a64f-fc1aceb16c54","species","t0049580","Agrotera leucostola","Animalia","Insecta","native","","","","","","","species","Leucinodella leucostola","","native","","","","Leucinodella","leucostola",NA,FALSE,TRUE,TRUE,TRUE
"011f186b-e4d8-4eae-8b2b-189ca1d157a5","species","t0049676","Analthes taihokualis","Animalia","Insecta","native","true","","","","","","species","Nosophora taihokualis","true","native","","","","Nosophora","taihokualis",NA,FALSE,TRUE,TRUE,TRUE
"d3b7b49b-48be-4b48-b4b5-0df7ea7e0762","species","t0056276","Sisyrophora pfeifferae","Animalia","Insecta","native","","","","","","","species","Cydalima pfeifferae","","native","","","","Cydalima","pfeifferae",NA,FALSE,TRUE,TRUE,TRUE
"1fe6f9cd-ab2a-4ec9-983d-a41b1add356c","species","t0029677","Hexafrenum maculifer","Animalia","Insecta","native","true","","","","","","infraspecies","Hexafrenum leucodera yamamotoi","","native","","","","Hexafrenum","leucodera","yamamotoi",FALSE,TRUE,TRUE,TRUE
"3bc12ebd-76d2-4f61-b263-80e46d5d0a1d","species","t0027884","Cryptolechia argometra","Animalia","Insecta","native","true","","","","","","species","Meleonoma argometra","true","native","","","","Meleonoma","argometra",NA,FALSE,TRUE,TRUE,TRUE
"73c44afd-6e22-4362-9aca-c3862f1f7cde","species","t0050571","Deuterocopus lophopteryx","Animalia","Insecta","native","","","","","","","species","Deuterocopus melanota","","native","","","","Deuterocopus","melanota",NA,FALSE,TRUE,TRUE,TRUE
"98f5e734-d268-42fd-8242-07aaabd4d3bc","species","t0055831","Platyptilia shirozui","Animalia","Insecta","native","true","","","","","","species","Amblyptilia shirozui","true","native","","","","Amblyptilia","shirozui",NA,FALSE,TRUE,TRUE,TRUE
"c6f6327d-d4c1-40d6-8ce8-2e9634e797be","species","t0032307","Pseudoxyroptilatila oenophanes","Animalia","Insecta","native","","","","","","","species","Xyroptila oenophanes","","native","","","","Xyroptila","oenophanes",NA,FALSE,TRUE,TRUE,TRUE
"9462838c-e1ec-4cc5-825e-09f46158dd0f","species","t0051160","Glanycus tricolor","Animalia","Insecta","native","","","","","","","species","Glanycus insolitus","","native","","","","Glanycus","insolitus",NA,FALSE,TRUE,TRUE,TRUE
"0be3ad3a-bb0a-4d58-9f11-dc5c2464d086","species","t0099098","Tethea oberthueri","Animalia","Insecta","native","","","","","","","species","Tethea oberthuri","","","","","","Tethea","oberthuri",NA,FALSE,TRUE,TRUE,TRUE
"7220ec5b-46ac-4fc5-a548-12bd5d084628","species","t0056753","Xyrosaris lichneuta","Animalia","Insecta","native","","","","","","","species","Xyrosaris luchneuta","","native","","","","Xyrosaris","luchneuta",NA,FALSE,TRUE,TRUE,TRUE
"d5c65d0f-b72a-42d8-a942-0e9efddc97d7","species","t0052337","Palionebris bacteriota","Animalia","Insecta","native","true","","","","","","species","Trachydora bacteriota","true","native","","","","Trachydora","bacteriota",NA,FALSE,TRUE,TRUE,TRUE
"63bcf96c-0d15-4bc2-b69f-d24ebeaab394","species","t0051186","Glyphipterix rekoae","Animalia","Insecta","native","true","","","","","","species","Glyphipterix reikoae","true","native","","","","Glyphipterix","reikoae",NA,FALSE,TRUE,TRUE,TRUE
"3ff05c47-c046-48e1-bee5-d786aec88eb1","species","t0033527","Acia exsultans","Animalia","Insecta","native","true","","","","","","species","Helionides exsultans","true","native","","","","Helionides","exsultans",NA,FALSE,TRUE,TRUE,TRUE
"0f748589-26a6-4fb4-80bd-4d9ad57c4d45","species","t0028633","Bambusananus binotatus","Animalia","Insecta","native","true","","","","","","species","Bambusananus lii","","native","","","","Bambusananus","lii",NA,FALSE,TRUE,TRUE,TRUE
"965fd237-715c-4827-9ee5-1dd214ea2c14","species","t0028634","Bicoloratum pingtungisis","Animalia","Insecta","native","true","","","","","","species","Scaphoideus pingtungisis","true","native","","","","Scaphoideus","pingtungisis",NA,FALSE,TRUE,TRUE,TRUE
"787738c7-1297-480d-8a95-6686384c1084","species","t0062533","Empoasca onukii","Animalia","Insecta","native","","","","","","","species","Matsumurasca onukii","","native","","","","Matsumurasca","onukii",NA,FALSE,TRUE,TRUE,TRUE
"a24f26b9-6acb-4054-b453-c1b89e8d08db","species","t0066540","Katachiota scottia","Animalia","Insecta","native","true","","","","","","species","Karachiota scottia","true","native","","","","Karachiota","scottia",NA,FALSE,TRUE,TRUE,TRUE
"44e5d810-c427-4e2d-9108-777bd86d68dc","species","t0068314","Macrosteles orientalis","Animalia","Insecta","native","true","","","","","","species","Macrosteles striifrons","true","native","","","","Macrosteles","striifrons",NA,FALSE,TRUE,TRUE,TRUE
"acad3e7f-0ad4-4923-b067-95ecd174e6f3","species","t0028635","Nesophrosyne orientalis","Animalia","Insecta","native","","","","","","","species","Orosius orientalis","true","native","","","","Orosius","orientalis",NA,FALSE,TRUE,TRUE,TRUE
"c33377b4-e1b0-49d6-bbe8-92998022b948","species","t0028645","Tautomeura diasonica","Animalia","Insecta","native","true","","","","","","species","Tautoneura diasonica","true","native","","","","Tautoneura","diasonica",NA,FALSE,TRUE,TRUE,TRUE
"753d1a23-55e4-491d-ab17-e017e11c40bb","species","t0047155","Tettigella pallidiola","Animalia","Insecta","native","true","","","","","","species","Cicadella pallidiola","true","native","","","","Cicadella","pallidiola",NA,FALSE,TRUE,TRUE,TRUE
"655c0dc8-9d07-455b-abdc-028a00a12d33","species","t0047156","Tettigella rubropunctata","Animalia","Insecta","native","","","","","","","species","Cicadella rubropunctata","","native","","","","Cicadella","rubropunctata",NA,FALSE,TRUE,TRUE,TRUE
"aa44d0ce-32e6-42b2-b4b4-b63248f2a0a8","species","t0047157","Tettigella suisharyoensis","Animalia","Insecta","native","true","","","","","","species","Cicadella suisharyoensis","true","native","","","","Cicadella","suisharyoensis",NA,FALSE,TRUE,TRUE,TRUE
"917d93eb-bf0d-409d-a695-2638e0dd5b74","species","t0027070","Tettigonia hopponis","Animalia","Insecta","native","","","","","","","species","Anatkina hopponis","true","native","","","","Anatkina","hopponis",NA,FALSE,TRUE,TRUE,TRUE
"fe22718c-e1c9-4a2c-9978-2b9eb908c56a","species","t0027071","Tettigonia horishana","Animalia","Insecta","native","","","","","","","species","Anatkina horishana","true","native","","","","Anatkina","horishana",NA,FALSE,TRUE,TRUE,TRUE
"4ad2592f-600e-40c0-99cd-eaae17b31257","species","t0027072","Tettigonia rinkihonis","Animalia","Insecta","native","true","","","","","","species","Atkinsoniella rinkihonis","true","native","","","","Atkinsoniella","rinkihonis",NA,FALSE,TRUE,TRUE,TRUE
"7b260341-b280-4152-a749-c96c2ce1ff61","species","t0027082","Tettigonia semiglauca","Animalia","Insecta","native","","","","","","","species","Kolla atramentaria","","native","","","","Kolla","atramentaria",NA,FALSE,TRUE,TRUE,TRUE
"bd6ebf87-32db-4281-b6e9-8d2e01085943","species","t0027077","Tettigonia spectra","Animalia","Insecta","native","","","","","","","species","Cofana spectra","","native","","","","Cofana","spectra",NA,FALSE,TRUE,TRUE,TRUE
"3c66d8bf-d71f-4b5d-bb86-67b987af9517","species","t0027078","Tettigonia subvirescens","Animalia","Insecta","native","","","","","","","species","Cofana subvirescens","","native","","","","Cofana","subvirescens",NA,FALSE,TRUE,TRUE,TRUE
"18ae7578-b95c-484a-94d1-89abd5607377","species","t0028648","Zygina (Zygina) bisignatella","Animalia","Insecta","native","","","","","","","species","Empoascanara bisignatella","","native","","","","Empoascanara","bisignatella",NA,FALSE,TRUE,TRUE,TRUE
"da5a8bab-8e2d-40d7-a089-f568e10914ef","species","t0072048","Apolygus fuhoshoensis","Animalia","Insecta","native","true","","","","","","species","Chelyolygus fuhoshoensis","true","native","","","","Chelyolygus","fuhoshoensis",NA,FALSE,TRUE,TRUE,TRUE
"73dc771a-08b5-4c73-a614-280c6df4b63b","species","t0070119","Aconura biglumis","Animalia","Insecta","native","","","","","","","species","Changwhania biglumis","","native","","","","Changwhania","biglumis",NA,FALSE,TRUE,TRUE,TRUE
"d74b5d76-ee61-4c78-a4fc-bf0bc7bb01af","species","t0070120","Aconura bipunctella","Animalia","Insecta","native","","","","","","","species","Stirellus indrus","","native","","","","Stirellus","indrus",NA,FALSE,TRUE,TRUE,TRUE
"9eabc701-c0e0-4e8f-9f4e-f05753eda713","species","t0099771","Aconura breviceps","Animalia","Insecta","native","true","","","","","","species","Stirellus breviceps","true","native","","","","Stirellus","breviceps",NA,FALSE,TRUE,TRUE,TRUE
"6de875fd-0fb1-4ffa-8153-710613f40a87","species","t0070122","Aconura grandis","Animalia","Insecta","native","","","","","","","species","Stirellus grandis","","native","","","","Stirellus","grandis",NA,FALSE,TRUE,TRUE,TRUE
"77b0612d-23b0-4cbb-b7f9-073465c085bc","species","t0070123","Aconura producta","Animalia","Insecta","native","","","","","","","species","Stirellus productus","","native","","","","Stirellus","productus",NA,FALSE,TRUE,TRUE,TRUE
"9732bedb-686d-4d63-be14-f1dc40a20bd1","species","t0070124","Aconura rubuofasciata","Animalia","Insecta","native","true","","","","","","species","Stirellus rubrolineatus","true","native","","","","Stirellus","rubrolineatus",NA,FALSE,TRUE,TRUE,TRUE
"67e60f59-a220-4836-acdf-290495d2f9d2","species","t0099772","Aconura diminuta","Animalia","Insecta","native","true","","","","","","species","Doratulina diminuta","true","native","","","","Doratulina","diminuta",NA,FALSE,TRUE,TRUE,TRUE
"cdffe78a-397b-461f-b681-e145bc584d14","species","t0076187","Balclutha rubrovittata","Animalia","Insecta","native","true","","","","","","species","Balclutha rubrostriata","","native","","","","Balclutha","rubrostriata",NA,FALSE,TRUE,TRUE,TRUE
"9f3739f6-2360-4010-b142-dc29bbd5a801","species","t0076189","Balclutha smaragdula","Animalia","Insecta","native","","","","","","","species","Balclutha thea","","native","","","","Balclutha","thea",NA,FALSE,TRUE,TRUE,TRUE
"4b061e85-0619-45ad-bf0c-57c9fc8cf2ba","species","t0076186","Balclutha viridis","Animalia","Insecta","native","","","","","","","species","Balclutha rubrinervis","","native","","","","Balclutha","rubrinervis",NA,FALSE,TRUE,TRUE,TRUE
"737b1253-e478-4c6b-b6d1-9e0a2ee6b7d7","species","t0078458","Cicadula bipunctella","Animalia","Insecta","native","","","","","","","species","Cicadulina bipunctata","","native","","","","Cicadulina","bipunctata",NA,FALSE,TRUE,TRUE,TRUE
"411f2178-282a-4444-9ec5-bf46ed29f41c","species","t0061224","Deltocephalus formosanus","Animalia","Insecta","native","true","","","","","","species","Futasujinus candidus","true","native","","","","Futasujinus","candidus",NA,FALSE,TRUE,TRUE,TRUE
"a5512012-d4c3-4997-87c5-c5c7ba5526a2","species","t0061226","Deltocephalus maritimus","Animalia","Insecta","native","","","","","","","species","Takagiella tezuyae","","native","","","","Takagiella","tezuyae",NA,FALSE,TRUE,TRUE,TRUE
"c7cf65c8-56b3-4fb1-b6b3-96bef4757345","species","t0061966","Doratulina orientalis","Animalia","Insecta","native","","","","","","","species","Aconurella prolixa","","native","","","","Aconurella","prolixa",NA,FALSE,TRUE,TRUE,TRUE
